DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'227912",40,17.1,234,168,9.4,1788,12,0.7,183,1262,14.5,123,6.9,10,0.6,18,0.9,94,5.3,463,25.9,818,45.7,2,0.1,130,7.3,503,28.1,14,0.8,0,0,9,0.5,123,6.9,970,54.3,0,0,20,1.1,1325,74.1,3,0.2,416,23.3,227,12.7,63,3.5,91,5.1,1160,64.9,123,6.8,130,7.2,237,13.2
"'227913",149,11.2,1329,1280,11.3,11358,907,8,897,8749,10.3,875,7.7,178,1.6,30,0.3,650,5.7,1162,10.2,5364,47.2,15,0.1,961,8.5,2234,19.7,17,0.1,90,0.8,36,0.3,906,8,5994,52.8,0,0,52,0.5,10196,89.8,12,0.1,2947,25.9,1309,11.5,759,6.7,563,5,7428,65.4,877,7.7,961,8.4,1345,11.8
"'228901",11,8.7,126,38,5,766,6,0.8,69,634,10.9,15,2,38,5,0,0,26,3.4,505,65.9,354,46.2,0,0,53,6.9,120,15.7,4,0.5,5,0.7,2,0.3,14,1.8,412,53.8,0,0,2,0.3,261,34.1,1,0.1,100,13.1,128,16.7,766,100,22,2.9,577,75.3,15,2,53,6.9,129,16.8
"'228903",22,16.2,136,96,8,1200,4,0.3,147,897,16.4,129,10.8,182,15.2,26,2,52,4.3,1066,88.8,583,48.6,2,0.2,44,3.7,334,27.8,6,0.5,2,0.2,1,0.1,130,10.8,617,51.4,0,0,15,1.3,134,11.2,1,0.1,441,36.8,123,10.3,1199,99.9,71,5.9,607,50.6,129,10.8,44,3.7,123,10.3
"'228904",4,25,16,10,6.8,147,0,0,19,126,15.1,0,0,0,0,0,0,10,6.8,84,57.1,64,43.5,0,0,10,6.8,6,4.1,0,0,0,0,0,0,0,0,83,56.5,0,0,2,1.4,63,42.9,0,0,14,9.5,19,12.9,147,100,0,0,141,95.9,0,0,10,6.8,19,12.9
"'228905",5,13.9,36,15,7.2,207,2,1,28,180,15.6,0,0,13,6.3,4,1.7,9,4.3,128,61.8,108,52.2,0,0,12,5.8,12,5.8,0,0,0,0,1,0.5,0,0,99,47.8,0,0,0,0,79,38.2,0,0,64,30.9,30,14.5,207,100,1,0.5,178,86,0,0,12,5.8,30,14.5
"'229901",15,26.8,56,46,10.2,452,0,0,53,387,13.7,0,0,8,1.8,4,0.8,27,6,342,75.7,214,47.3,3,0.7,0,0,30,6.6,3,0.7,0,0,1,0.2,0,0,238,52.7,0,0,17,3.8,110,24.3,0,0,47,10.4,49,10.8,452,100,12,2.7,401,88.7,0,0,0,0,49,10.8
"'229903",57,24.3,235,189,15.3,1239,10,0.8,136,908,15,61,4.9,251,20.3,27,1.9,124,10,895,72.2,597,48.2,16,1.3,68,5.5,152,12.3,19,1.5,0,0,37,3,62,5,642,51.8,0,0,10,0.8,344,27.8,0,0,532,42.9,210,16.9,1239,100,83,6.7,706,57,61,4.9,68,5.5,210,16.9
"'229904",47,24.4,193,154,12.2,1264,6,0.5,124,1018,12.2,15,1.2,11,0.9,20,1.4,81,6.4,761,60.2,609,48.2,3,0.2,78,6.2,83,6.6,20,1.6,0,0,9,0.7,16,1.3,655,51.8,0,0,48,3.8,503,39.8,2,0.2,576,45.6,178,14.1,610,48.3,46,3.6,1107,87.6,15,1.2,78,6.2,182,14.4
"'229905",12,19.7,61,31,8.6,360,2,0.6,54,322,16.8,9,2.5,2,0.6,9,2.2,10,2.8,239,66.4,185,51.4,3,0.8,25,6.9,30,8.3,12,3.3,2,0.6,1,0.3,9,2.5,175,48.6,0,0,3,0.8,121,33.6,1,0.3,158,43.9,64,17.8,360,100,6,1.7,318,88.3,9,2.5,25,6.9,66,18.2
"'229906",9,32.1,28,33,15.6,212,0,0,30,181,16.6,0,0,3,1.4,5,2.1,15,7.1,131,61.8,97,45.8,3,1.4,4,1.9,8,3.8,0,0,0,0,0,0,0,0,115,54.2,0,0,18,8.5,81,38.2,0,0,72,34,19,9,212,100,17,8,184,86.8,0,0,4,1.9,19,8.9
"'230901",14,13.1,107,63,9.4,671,1,0.1,75,514,14.6,40,6,65,9.7,9,1.2,46,6.9,482,71.8,319,47.5,4,0.6,28,4.2,87,13,14,2.1,3,0.4,2,0.3,41,6.1,352,52.5,0,0,5,0.7,189,28.2,0,0,286,42.6,100,14.9,671,100,58,8.6,458,68.3,40,6,28,4.2,100,14.9
"'230902",59,19.5,303,239,8.5,2821,14,0.5,230,1915,12,269,9.5,259,9.2,59,2,156,5.5,2188,77.6,1367,48.5,31,1.1,146,5.2,653,23.1,57,2,11,0.4,21,0.7,283,10,1454,51.5,8,0.3,60,2.1,633,22.4,3,0.1,1411,50,308,10.9,2821,100,256,9.1,1615,57.2,269,9.5,146,5.2,312,11
"'230903",12,11.2,107,91,11,825,2,0.2,117,693,16.9,71,8.6,35,4.2,18,1.9,72,8.7,580,70.3,401,48.6,2,0.2,55,6.7,192,23.3,11,1.3,6,0.7,2,0.2,73,8.8,424,51.4,2,0.2,38,4.6,245,29.7,0,0,421,51,114,13.8,825,100,46,5.6,548,66.4,71,8.6,55,6.7,114,13.8
"'230904",7,20.6,34,39,15.4,254,2,0.8,66,243,27.2,8,3.1,13,5.1,10,3,22,8.7,193,76,124,48.8,0,0,3,1.2,43,16.9,0,0,0,0,2,0.8,10,3.9,130,51.2,2,0.8,5,2,61,24,0,0,112,44.1,24,9.4,254,100,5,2,189,74.4,8,3.1,3,1.2,24,9.4
"'230905",24,25,96,118,11.7,1009,4,0.4,88,723,12.2,66,6.5,5,0.5,11,1,84,8.3,552,54.7,513,50.8,1,0.1,67,6.6,220,21.8,12,1.2,0,0,2,0.2,68,6.7,496,49.2,6,0.6,4,0.4,457,45.3,0,0,361,35.8,93,9.2,727,72.1,18,1.8,760,75.3,66,6.5,67,6.6,93,9.2
"'230906",6,7.7,78,130,11,1183,2,0.2,108,930,11.6,17,1.4,86,7.3,13,1,69,5.8,503,42.5,569,48.1,4,0.3,57,4.8,128,10.8,0,0,0,0,6,0.5,17,1.4,614,51.9,0,0,16,1.4,680,57.5,0,0,323,27.3,88,7.4,572,48.4,72,6.1,889,75.1,17,1.4,57,4.8,89,7.5
"'230908",19,27.5,69,109,14.3,760,1,0.1,52,543,9.6,25,3.3,6,0.8,4,0.5,66,8.7,357,47,383,50.4,12,1.6,55,7.2,92,12.1,8,1.1,1,0.1,8,1.1,26,3.4,377,49.6,0,0,0,0,403,53,1,0.1,382,50.3,77,10.1,410,53.9,21,2.8,631,83,25,3.3,55,7.2,77,10.1
"'231901",7,11.5,61,22,4.4,499,0,0,62,413,15,35,7,9,1.8,0,0,24,4.8,339,67.9,269,53.9,0,0,23,4.6,391,78.4,0,0,0,0,3,0.6,40,8,230,46.1,0,0,1,0.2,160,32.1,0,0,280,56.1,66,13.2,499,100,8,1.6,88,17.6,35,6.9,23,4.6,72,14.3
"'231902",3,9.7,31,25,7.9,316,1,0.3,32,294,10.9,25,7.9,6,1.9,5,1.5,16,5.1,134,42.4,132,41.8,1,0.3,2,0.6,148,46.8,21,6.6,9,2.8,0,0,26,8.2,184,58.2,0,0,0,0,182,57.6,0,0,124,39.2,33,10.4,316,100,12,3.8,149,47.2,25,7.9,2,0.6,35,11
"'232901",6,12.8,47,44,10.6,416,9,2.2,43,391,11,13,3.1,2,0.5,1,0.2,16,3.8,173,41.6,208,50,0,0,26,6.3,242,58.2,0,0,0,0,0,0,13,3.1,208,50,0,0,0,0,243,58.4,0,0,108,26,39,9.4,416,100,1,0.2,162,38.9,13,3.1,26,6.3,39,9.4
"'232902",11,14.5,76,51,12.3,416,0,0,49,334,14.7,16,3.8,0,0,16,3.6,59,14.2,313,75.2,198,47.6,0,0,34,8.2,356,85.6,5,1.2,1,0.2,0,0,17,4.1,218,52.4,7,1.7,15,3.6,103,24.8,0,0,250,60.1,80,19.2,416,100,6,1.4,54,13,17,4,34,7.9,86,20.1
"'232903",66,14.3,460,238,5.9,4059,12,0.3,471,2742,17.2,805,19.8,15,0.4,124,2.8,154,3.8,3274,80.7,2039,50.2,9,0.2,295,7.3,3662,90.2,18,0.4,1,0,1,0,328,8.1,2020,49.8,80,2,79,1.9,785,19.3,2,0,2958,72.9,494,12.2,4059,100,11,0.3,356,8.8,805,19.8,295,7.2,503,12.4
"'232904",6,18.2,33,24,12.4,193,1,0.5,33,195,16.9,11,5.7,0,0,2,0.9,19,9.8,95,49.2,92,47.7,1,0.5,9,4.7,49,25.4,0,0,2,1,0,0,11,5.7,101,52.3,0,0,13,6.7,98,50.8,0,0,55,28.5,35,18.1,193,100,3,1.6,140,72.5,11,5.7,9,4.6,36,18.6
"'233901",122,9.1,1340,896,9,9918,28,0.3,842,5903,14.3,2023,20.4,57,0.6,215,2.1,529,5.3,7289,73.5,4870,49.1,8,0.1,705,7.1,9234,93.1,112,1.1,171,1.7,8,0.1,2102,21.2,5048,50.9,163,1.6,614,6.2,2629,26.5,2,0,7538,76,1434,14.5,9767,98.5,56,0.6,533,5.4,2023,20.3,705,7.1,1463,14.7
"'233903",4,19,21,14,6.3,222,1,0.5,45,231,19.5,12,5.4,1,0.5,0,0,9,4.1,92,41.4,112,50.5,0,0,13,5.9,140,63.1,0,0,0,0,0,0,8,3.6,110,49.5,0,0,25,11.3,130,58.6,0,0,78,35.1,21,9.5,222,100,1,0.5,79,35.6,12,5.4,13,5.9,21,9.5
"'234801",27,69.2,39,16,17.2,93,1,1.1,36,60,60,0,0,1,1.1,2,1,9,9.7,63,67.7,46,49.5,8,8.6,0,0,17,18.3,12,12.9,0,0,0,0,0,0,47,50.5,0,0,0,0,30,32.3,0,0,93,100,22,23.7,93,100,5,5.4,69,74.2,0,0,0,0,22,23.7
"'234902",27,11.7,231,218,9.5,2294,21,0.9,169,1626,10.4,104,4.5,48,2.1,23,0.9,198,8.6,1101,48,1112,48.5,5,0.2,118,5.1,372,16.2,25,1.1,8,0.3,10,0.4,104,4.5,1182,51.5,0,0,128,5.6,1193,52,0,0,666,29,250,10.9,1641,71.5,91,4,1752,76.4,104,4.5,118,5.1,258,11.2
"'234903",24,13.7,175,112,10.8,1040,5,0.5,90,723,12.4,25,2.4,31,3,13,1.2,88,8.5,525,50.5,475,45.7,8,0.8,74,7.1,148,14.2,0,0,0,0,1,0.1,25,2.4,565,54.3,0,0,33,3.2,515,49.5,1,0.1,318,30.6,176,16.9,495,47.6,28,2.7,826,79.4,25,2.4,74,7.1,178,17.1
"'234904",39,22.2,176,170,14,1213,4,0.3,96,853,11.3,151,12.4,11,0.9,16,1.2,129,10.6,721,59.4,592,48.8,0,0,64,5.3,323,26.6,30,2.5,5,0.4,5,0.4,163,13.4,621,51.2,0,0,13,1.1,492,40.6,0,0,654,53.9,149,12.3,1201,99,21,1.7,849,70,151,12.4,64,5.3,150,12.4
"'234905",9,16.4,55,66,13.4,493,0,0,59,437,13.5,57,11.6,11,2.2,2,0.4,56,11.4,243,49.3,236,47.9,1,0.2,39,7.9,110,22.3,0,0,2,0.4,0,0,57,11.6,257,52.1,0,0,0,0,250,50.7,0,0,203,41.2,57,11.6,492,99.8,11,2.2,361,73.2,57,11.5,39,7.9,59,11.9
"'234906",47,14.7,320,236,9.8,2404,7,0.3,144,1465,9.8,186,7.7,73,3,34,1.3,166,6.9,1406,58.5,1165,48.5,14,0.6,150,6.2,611,25.4,14,0.6,0,0,7,0.3,192,8,1239,51.5,0,0,1,0,998,41.5,1,0,1043,43.4,307,12.8,1222,50.8,112,4.7,1593,66.3,186,7.7,150,6.2,310,12.9
"'234907",64,15.6,411,241,8.7,2758,13,0.5,262,1740,15.1,414,15,121,4.4,56,1.9,219,7.9,1717,62.3,1330,48.2,3,0.1,190,6.9,904,32.8,1,0,3,0.1,16,0.6,422,15.3,1428,51.8,0,0,8,0.3,1041,37.7,2,0.1,903,32.7,417,15.1,1166,42.3,97,3.5,1605,58.2,414,15,190,6.9,424,15.3
"'234909",12,13.2,91,39,9.8,396,1,0.3,74,347,21.3,19,4.8,1,0.3,6,1.3,55,13.9,261,65.9,209,52.8,4,1,34,8.6,59,14.9,13,3.3,0,0,0,0,19,4.8,187,47.2,0,0,1,0.3,135,34.1,0,0,210,53,84,21.2,396,100,15,3.8,320,80.8,19,4.8,34,8.5,86,21.6
"'235901",42,28.4,148,65,7.3,886,0,0,91,588,15.5,177,20,26,2.9,47,4.8,53,6,734,82.8,432,48.8,0,0,34,3.8,757,85.4,6,0.7,0,0,0,0,178,20.1,454,51.2,3,0.3,3,0.3,152,17.2,0,0,559,63.1,148,16.7,885,99.9,6,0.7,97,10.9,178,20,34,3.8,150,16.9
"'235902",458,23.8,1923,1138,8.6,13188,120,0.9,2082,10115,20.6,1059,8,732,5.6,261,1.8,670,5.1,9327,70.7,6425,48.7,31,0.2,811,6.1,8948,67.8,401,3,18,0.1,35,0.3,1073,8.1,6763,51.3,8,0.1,352,2.7,3861,29.3,4,0,7606,57.7,1932,14.6,9152,69.4,238,1.8,3111,23.6,1060,8,811,6.1,1985,15
"'235904",1,5.9,17,5,3.7,135,0,0,20,110,18.2,5,3.7,1,0.7,0,0,7,5.2,64,47.4,64,47.4,1,0.7,11,8.1,55,40.7,0,0,0,0,0,0,5,3.7,71,52.6,0,0,3,2.2,71,52.6,0,0,15,11.1,18,13.3,135,100,2,1.5,77,57,5,3.7,11,8.1,18,13.3
"'236801",36,100,36,10,17.9,56,0,0,28,28,100,5,8.9,13,23.2,0,0,4,7.1,53,94.6,0,0,0,0,0,0,29,51.8,0,0,0,0,0,0,5,8.9,56,100,0,0,0,0,3,5.4,0,0,56,100,21,37.5,56,100,2,3.6,12,21.4,5,8.9,0,0,21,37.5
"'236802",6,11.3,53,36,7.2,501,9,1.8,113,414,27.3,30,6,124,24.8,0,0,31,6.2,110,22,231,46.1,0,0,32,6.4,113,22.6,1,0.2,2,0.4,3,0.6,36,7.2,270,53.9,0,0,24,4.8,391,78,0,0,144,28.7,43,8.6,0,0,36,7.2,216,43.1,30,6,32,6.4,43,8.6
"'236901",26,19.3,135,150,14.1,1062,2,0.2,80,703,11.4,35,3.3,137,12.9,17,1.6,92,8.7,564,53.1,494,46.5,1,0.1,67,6.3,157,14.8,20,1.9,3,0.3,1,0.1,35,3.3,568,53.5,0,0,87,8.2,498,46.9,0,0,345,32.5,132,12.4,480,45.2,66,6.2,699,65.8,35,3.3,67,6.3,135,12.7
"'236902",482,25.7,1879,939,8.3,11273,312,2.8,4045,10614,38.1,1439,12.8,2372,21,109,0.6,594,5.3,7349,65.2,5711,50.7,21,0.2,667,5.9,4491,39.8,294,2.6,59,0.5,73,0.6,1589,14.1,5562,49.3,1,0,270,2.4,3924,34.8,20,0.2,7089,62.9,1448,12.8,5764,51.1,328,2.9,3677,32.6,1444,12.8,667,5.9,1452,12.8
"'237902",29,18.1,160,78,4.8,1635,4,0.2,200,1278,15.6,553,33.8,396,24.2,84,4.8,18,1.1,1407,86.1,799,48.9,8,0.5,109,6.7,1022,62.5,39,2.4,53,3.2,0,0,576,35.2,836,51.1,3,0.2,7,0.4,228,13.9,1,0.1,1259,77,153,9.4,1634,99.9,22,1.3,190,11.6,553,33.8,109,6.7,154,9.4
"'237904",187,15.3,1219,728,8.3,8818,108,1.2,1020,6629,15.4,2846,32.3,994,11.3,242,2.7,724,8.2,5867,66.5,4346,49.3,24,0.3,466,5.3,5059,57.4,42,0.5,161,1.8,28,0.3,2861,32.4,4472,50.7,0,0,119,1.3,2951,33.5,8,0.1,5157,58.5,1293,14.7,8818,100,200,2.3,2421,27.5,2850,32.3,466,5.3,1300,14.7
"'237905",36,12.2,296,103,3.9,2630,16,0.6,241,1837,13.1,1134,43.1,392,14.9,44,1.6,136,5.2,1981,75.3,1274,48.4,5,0.2,57,2.2,1939,73.7,18,0.7,36,1.4,4,0.2,1159,44.1,1356,51.6,5,0.2,16,0.6,649,24.7,2,0.1,1847,70.2,297,11.3,2630,100,57,2.2,220,8.4,1134,43,57,2.2,304,11.5
"'238902",67,16.5,405,169,7.7,2182,11,0.5,167,1202,13.9,247,11.3,84,3.8,14,0.6,279,12.8,1204,55.2,1073,49.2,1,0,77,3.5,1402,64.3,4,0.2,0,0,5,0.2,260,11.9,1109,50.8,2,0.1,0,0,978,44.8,0,0,955,43.8,411,18.8,2182,100,25,1.1,655,30,247,11.2,77,3.5,426,19.4
"'238904",6,25,24,10,7.3,137,0,0,39,138,28.3,3,2.2,2,1.5,0,0,6,4.4,88,64.2,62,45.3,2,1.5,0,0,92,67.2,0,0,0,0,0,0,3,2.2,75,54.7,0,0,0,0,49,35.8,0,0,68,49.6,17,12.4,137,100,5,3.6,38,27.7,3,2.2,0,0,17,12.4
"'239901",98,12.9,759,384,7.8,4910,68,1.4,390,3343,11.7,614,12.5,986,20.1,121,2.3,366,7.5,2952,60.1,2346,47.8,4,0.1,295,6,1873,38.1,39,0.8,49,1,2,0,619,12.6,2564,52.2,1,0,95,1.9,1958,39.9,5,0.1,2311,47.1,772,15.7,2374,48.4,145,3,1831,37.3,614,12.4,295,6,800,16.2
"'239903",8,14,57,64,12.1,530,0,0,57,460,12.4,26,4.9,51,9.6,6,1.1,43,8.1,226,42.6,245,46.2,0,0,33,6.2,84,15.8,1,0.2,0,0,1,0.2,28,5.3,285,53.8,4,0.8,15,2.8,304,57.4,0,0,183,34.5,47,8.9,311,58.7,15,2.8,379,71.5,26,4.9,33,6.2,49,9.2
"'240801",25,65.8,38,13,6,215,0,0,48,99,48.5,121,56.3,0,0,0,0,0,0,200,93,106,49.3,0,0,0,0,214,99.5,2,0.9,0,0,0,0,121,56.3,109,50.7,0,0,0,0,15,7,0,0,215,100,25,11.6,215,100,0,0,1,0.5,121,56.3,0,0,25,11.6
"'240901",540,23.9,2256,1090,5.2,20880,13,0.1,2255,15512,14.5,11887,56.9,9,0,348,1.6,743,3.6,20275,97.1,10406,49.8,14,0.1,3132,15,20776,99.5,383,1.8,426,2,2,0,11899,57,10474,50.2,76,0.4,11,0.1,605,2.9,0,0,15228,72.9,2123,10.2,20875,100,2,0,78,0.4,11890,56.8,3132,15,2159,10.3
"'240903",1000,19,5271,3964,9.6,41302,131,0.3,3608,30069,12,17517,42.4,56,0.1,791,1.9,2522,6.1,31720,76.8,20163,48.8,97,0.2,5331,12.9,40845,98.9,403,1,549,1.3,8,0,16901,40.9,21139,51.2,103,0.2,1190,2.9,9582,23.2,2,0,26466,64.1,5445,13.2,40424,97.9,18,0,242,0.6,17520,42.3,5331,12.9,5502,13.3
"'240904",3,7.5,40,19,7.8,245,0,0,29,204,14.2,25,10.2,0,0,2,0.7,6,2.4,193,78.8,110,44.9,0,0,13,5.3,235,95.9,0,0,0,0,0,0,25,10.2,135,55.1,0,0,2,0.8,52,21.2,0,0,124,50.6,40,16.3,245,100,0,0,10,4.1,25,10.2,13,5.3,40,16.3
"'241901",5,4.9,102,99,8.7,1143,3,0.3,75,878,8.5,92,8,108,9.4,20,1.7,43,3.8,660,57.7,575,50.3,2,0.2,63,5.5,586,51.3,20,1.7,0,0,0,0,101,8.8,568,49.7,3,0.3,6,0.5,483,42.3,0,0,476,41.6,83,7.3,1142,99.9,20,1.7,426,37.3,92,8,63,5.5,86,7.5
"'241902",8,8.8,91,133,13.7,973,3,0.3,48,747,6.4,65,6.7,73,7.5,8,0.8,40,4.1,395,40.6,474,48.7,2,0.2,110,11.3,324,33.3,0,0,12,1.2,0,0,69,7.1,499,51.3,0,0,43,4.4,578,59.4,0,0,316,32.5,98,10.1,378,38.8,5,0.5,568,58.4,66,6.8,110,11.3,99,10.2
"'241903",41,10.3,399,281,8.5,3318,8,0.2,228,2196,10.4,430,13,276,8.3,57,1.6,182,5.5,2372,71.5,1619,48.8,6,0.2,241,7.3,2233,67.3,26,0.8,22,0.7,5,0.2,434,13.1,1699,51.2,26,0.8,1,0,946,28.5,1,0,1653,49.8,426,12.8,1545,46.6,42,1.3,753,22.7,431,12.9,241,7.2,451,13.5
"'241904",25,10.1,248,84,4.6,1840,11,0.6,220,1450,15.2,266,14.5,478,26,56,2.7,47,2.6,1454,79,906,49.2,0,0,129,7,1124,61.1,38,2.1,9,0.5,1,0.1,278,15.1,934,50.8,3,0.2,75,4.1,386,21,2,0.1,1036,56.3,240,13,1271,69.1,39,2.1,185,10.1,266,14.4,129,7,244,13.2
"'241906",2,5,40,37,6.9,533,4,0.8,34,400,8.5,70,13.1,18,3.4,6,1.1,23,4.3,362,67.9,265,49.7,1,0.2,14,2.6,319,59.8,0,0,0,0,0,0,70,13.1,268,50.3,9,1.7,0,0,171,32.1,0,0,165,31,44,8.3,375,70.4,3,0.6,189,35.5,70,13.1,14,2.6,45,8.4
"'242902",11,16.7,66,33,9.2,359,0,0,38,312,12.2,7,1.9,15,4.2,1,0.2,45,12.5,242,67.4,155,43.2,2,0.6,9,2.5,120,33.4,3,0.8,0,0,6,1.7,12,3.3,204,56.8,0,0,3,0.8,117,32.6,1,0.3,87,24.2,69,19.2,359,100,24,6.7,193,53.8,7,1.9,9,2.5,70,19.4
"'242903",7,13.5,52,14,3.6,385,0,0,41,380,10.8,88,22.9,0,0,4,1,22,5.7,255,66.2,184,47.8,0,0,1,0.3,211,54.8,10,2.6,0,0,3,0.8,89,23.1,201,52.2,0,0,7,1.8,130,33.8,0,0,172,44.7,44,11.4,385,100,10,2.6,161,41.8,88,22.7,1,0.3,46,11.9
"'242905",1,6.3,16,14,9.2,153,5,3.3,20,132,15.2,6,3.9,7,4.6,0,0,9,5.9,92,60.1,69,45.1,0,0,19,12.4,27,17.6,0,0,0,0,0,0,6,3.9,84,54.9,0,0,0,0,61,39.9,0,0,36,23.5,22,14.4,153,100,7,4.6,107,69.9,6,3.9,19,12.4,22,14.4
"'242906",3,14.3,21,6,3.9,153,0,0,17,149,11.4,3,2,0,0,0,0,7,4.6,39,25.5,82,53.6,0,0,0,0,15,9.8,0,0,0,0,1,0.7,3,2,71,46.4,0,0,1,0.7,114,74.5,0,0,43,28.1,20,13.1,0,0,4,2.6,133,86.9,3,2,0,0,20,13.1
"'243901",109,18.6,585,296,9.2,3206,43,1.3,505,2439,20.7,74,2.3,180,5.6,61,1.7,213,6.6,1708,53.3,1580,49.3,13,0.4,257,8,611,19.1,38,1.2,5,0.2,24,0.7,76,2.4,1626,50.7,0,0,741,23.1,1498,46.7,11,0.3,1307,40.8,538,16.8,2740,85.5,242,7.5,2095,65.3,74,2.3,257,8,540,16.8
"'243902",18,19.8,91,46,10.1,454,0,0,69,397,17.4,5,1.1,32,7,4,0.8,22,4.8,321,70.7,228,50.2,5,1.1,22,4.8,53,11.7,5,1.1,0,0,0,0,5,1.1,226,49.8,0,0,19,4.2,133,29.3,1,0.2,308,67.8,90,19.8,275,60.6,36,7.9,332,73.1,5,1.1,22,4.8,92,20.2
"'243903",35,11.5,304,283,15,1892,3,0.2,161,1339,12,8,0.4,9,0.5,31,1.5,229,12.1,800,42.3,870,46,15,0.8,164,8.7,217,11.5,6,0.3,0,0,7,0.4,8,0.4,1022,54,0,0,150,7.9,1092,57.7,3,0.2,661,34.9,327,17.3,1347,71.2,73,3.9,1580,83.5,8,0.4,164,8.7,330,17.4
"'243905",450,19.6,2292,1227,9.2,13286,280,2.1,1921,10301,18.6,1486,11.2,1849,13.9,371,2.6,897,6.8,8929,67.2,6367,47.9,33,0.2,784,5.9,5179,39,104,0.8,103,0.8,57,0.4,1505,11.3,6919,52.1,2,0,1106,8.3,4357,32.8,13,0.1,7292,54.9,2277,17.1,12220,92,957,7.2,4951,37.3,1486,11.2,784,5.9,2287,17.2
"'243906",23,9.7,238,97,8.6,1130,11,1,174,973,17.9,33,2.9,139,12.3,47,3.9,76,6.7,828,73.3,546,48.3,0,0,56,5,394,34.9,8,0.7,1,0.1,13,1.2,33,2.9,584,51.7,0,0,66,5.8,302,26.7,2,0.2,548,48.5,228,20.2,1126,99.6,101,8.9,470,41.6,33,2.9,56,4.9,231,20.4
"'244901",1,7.1,14,6,4.3,138,0,0,21,98,21.4,5,3.6,6,4.3,1,0.9,10,7.2,57,41.3,72,52.2,0,0,12,8.7,27,19.6,0,0,0,0,2,1.4,5,3.6,66,47.8,0,0,0,0,81,58.7,0,0,32,23.2,23,16.7,0,0,1,0.7,102,73.9,5,3.6,12,8.7,23,16.7
"'244903",70,19.5,359,70,3.9,1783,144,8.1,200,1322,15.1,280,15.7,127,7.1,65,3.2,76,4.3,1275,71.5,880,49.4,12,0.7,62,3.5,880,49.4,36,2,7,0.4,4,0.2,282,15.8,903,50.6,0,0,14,0.8,508,28.5,0,0,1216,68.2,340,19.1,1768,99.2,105,5.9,523,29.3,280,15.6,62,3.5,349,19.5
"'244905",2,6.5,31,5,2.1,243,4,1.6,26,225,11.6,2,0.8,1,0.4,0,0,8,3.3,83,34.2,123,50.6,0,0,12,4.9,69,28.4,2,0.8,0,0,4,1.6,2,0.8,120,49.4,0,0,7,2.9,160,65.8,0,0,47,19.3,32,13.2,243,100,14,5.8,151,62.1,2,0.8,12,4.9,32,13.2
"'245901",2,5.9,34,13,3.7,351,0,0,21,281,7.5,54,15.4,0,0,2,0.6,2,0.6,301,85.8,190,54.1,0,0,27,7.7,345,98.3,0,0,7,2,0,0,56,16,161,45.9,34,9.7,2,0.6,50,14.2,0,0,203,57.8,39,11.1,351,100,0,0,6,1.7,54,15.4,27,7.7,39,11.1
"'245902",25,14.7,170,93,6.7,1396,0,0,110,1079,10.2,120,8.6,1,0.1,35,2.2,52,3.7,1124,80.5,702,50.3,0,0,113,8.1,1338,95.8,39,2.8,4,0.3,4,0.3,125,9,694,49.7,45,3.2,52,3.7,272,19.5,0,0,804,57.6,174,12.5,1396,100,1,0.1,52,3.7,120,8.6,113,8.1,174,12.5
"'245903",39,14.4,271,84,4.2,2016,3,0.1,168,1543,10.9,142,7,3,0.1,19,0.9,56,2.8,1799,89.2,958,47.5,5,0.2,173,8.6,1966,97.5,49,2.4,11,0.5,6,0.3,156,7.7,1058,52.5,174,8.6,15,0.7,217,10.8,0,0,1116,55.4,319,15.8,2016,100,4,0.2,34,1.7,142,7,173,8.6,319,15.8
"'245904",2,7.7,26,8,3.8,211,0,0,22,169,13,23,10.9,1,0.5,1,0.4,5,2.4,144,68.2,99,46.9,0,0,4,1.9,196,92.9,2,0.9,0,0,0,0,25,11.8,112,53.1,3,1.4,5,2.4,67,31.8,0,0,70,33.2,20,9.5,211,100,1,0.5,13,6.2,23,10.9,4,1.9,20,9.5
"'246801",2,1.1,185,160,9.5,1690,649,38.4,204,1605,12.7,199,11.8,136,8,0,0,74,4.4,139,8.2,834,49.3,0,0,0,0,289,17.1,0,0,1,0.1,10,0.6,207,12.2,856,50.7,0,0,14,0.8,1551,91.8,5,0.3,391,23.1,155,9.2,0,0,99,5.9,502,29.7,199,11.8,0,0,155,9.2
